task,domain,split,sample_id,text,aspect,label_name,label_id
absa,restaurant,train,1327,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,0
absa,restaurant,train,3692,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",frying,negative,1
absa,restaurant,train,1987,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,2
absa,restaurant,train,3625,Such nice people working here - but I have to review the food.,food,neutral,2
absa,restaurant,train,927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,negative,1
absa,restaurant,train,3643,"Always a nice crowd, but never loud.",crowd,positive,0
absa,restaurant,train,556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,positive,0
absa,restaurant,train,133,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative,1
absa,restaurant,train,3662,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,0
absa,restaurant,train,2224,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",water,neutral,2
absa,restaurant,train,1597,"Quality ingredients preparation all around, and a very fair price for NYC.",price,positive,0
absa,restaurant,train,1530,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,employees,negative,1
absa,restaurant,train,2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,positive,0
absa,restaurant,train,338,The soup for the udon was soy sauce and water.,soy sauce,neutral,2
absa,restaurant,train,2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,1
absa,restaurant,train,394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,2
absa,restaurant,train,2796,love the food.,food,positive,0
absa,restaurant,train,1182,"The food is very good for it's price, better than most fried dumplings I've had.",fried dumplings,negative,1
absa,restaurant,train,3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",bombay style chaat,positive,0
absa,restaurant,train,3226,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,prix fix,positive,0
absa,restaurant,train,1487,The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,fresh tomatoes,positive,0
absa,restaurant,train,991,"For the location, the prices are very reasonable.",prices,positive,0
absa,restaurant,train,3304,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,positive,0
absa,restaurant,train,182,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive,0
absa,restaurant,train,3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive,0
absa,restaurant,train,2588,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,2
absa,restaurant,train,2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,positive,0
absa,restaurant,train,1668,Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive,0
absa,restaurant,train,939,The food was authentic.,food,positive,0
absa,restaurant,train,1708,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,neutral,2
absa,restaurant,train,444,Veal Parmigana - Better than Patsy's!,Veal Parmigana,positive,0
absa,restaurant,train,1665,Drinks way over priced.,priced,negative,1
absa,restaurant,train,2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative,1
absa,restaurant,train,883,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative,1
absa,restaurant,train,1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,positive,0
absa,restaurant,train,2847,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,positive,0
absa,restaurant,train,3379,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",Thia food,positive,0
absa,restaurant,train,3541,They didn't give us the dinner special until we asked for it.,dinner special,negative,1
absa,restaurant,train,34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,2
absa,restaurant,train,3114,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,positive,0
absa,restaurant,train,797,"For some reason, all the seafood on the menu was unavailable except for the Salmon.",seafood,negative,1
absa,restaurant,train,175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive,0
absa,restaurant,train,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,0
absa,restaurant,train,377,We were a group of 8 and well seved.,seved,positive,0
absa,restaurant,train,1372,Service was also horrible and the ambience is not that great.,Service,negative,1
absa,restaurant,train,1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,1
absa,restaurant,train,704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,0
absa,restaurant,train,2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,negative,1
absa,restaurant,train,1163,The service is fantastic.,service,positive,0
absa,restaurant,train,3381,"In fact, two people could really share one plate.",plate,positive,0
absa,restaurant,train,665,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,1
absa,restaurant,train,3141,The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,1
absa,restaurant,train,2892,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",staff,positive,0
absa,restaurant,train,1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,0
absa,restaurant,train,97,The wine list is also really nice.,wine list,positive,0
absa,restaurant,train,598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive,0
